tarih,platform,metin,etkilesim
2026-06-19 11:44:37,Instagram,...,1.081
2026-06-19 09:17:28,Instagram,...,822
2026-06-19 13:38:11,Instagram,...,30
2026-06-19 07:51:31,Instagram,...,107
2026-06-19 17:00:09,Instagram,...,935
2026-06-19 16:00:05,Instagram,...,392
2026-06-12 14:40:30,Instagram,...,3
2026-06-18 17:44:24,Instagram,...,445
2026-06-18 15:50:13,Instagram,...,4
2026-06-18 17:00:11,Instagram,...,4
2026-06-20 09:00:22,Instagram,...,2
2026-06-18 13:32:20,Instagram,...,4
